XLabel,Wavenumber;;;;;;;;;
YLabel,Absorbance;;;;;;;;;
FileType,Absorbance;;;;;;;;;
DisplayDirection,20300;;Palha de cana de açúcar;;Bagaço de Malte;;Casca de babaçu;;Cana energia;
PeakDirection,20310;;;;;;;;;
3209.237878,0.058268;;3209,237878;0,058268;3209,237878;0,08687;3209,237878;0,035647;3209,237878;0,065757
3211.101547,0.058590;;3211,101547;0,05859;3211,101547;0,087332;3211,101547;0,035883;3211,101547;0,065833
3212.965216,0.058774;;3212,965216;0,058774;3212,965216;0,087977;3212,965216;0,036358;3212,965216;0,066269
3214.828885,0.058790;;3214,828885;0,05879;3214,828885;0,088499;3214,828885;0,036766;3214,828885;0,066775
3216.692554,0.059025;;3216,692554;0,059025;3216,692554;0,088909;3216,692554;0,036693;3216,692554;0,067083
3218.556222,0.059547;;3218,556222;0,059547;3218,556222;0,089321;3218,556222;0,03668;3218,556222;0,067578
3220.419891,0.059672;;3220,419891;0,059672;3220,419891;0,089659;3220,419891;0,037037;3220,419891;0,067942
3222.283560,0.059646;;3222,28356;0,059646;3222,28356;0,090485;3222,28356;0,037312;3222,28356;0,06812
3224.147229,0.059835;;3224,147229;0,059835;3224,147229;0,0913;3224,147229;0,037198;3224,147229;0,068642
3226.010898,0.060066;;3226,010898;0,060066;3226,010898;0,091385;3226,010898;0,037166;3226,010898;0,06918
3227.874567,0.060310;;3227,874567;0,06031;3227,874567;0,091701;3227,874567;0,037351;3227,874567;0,069359
3229.738236,0.060340;;3229,738236;0,06034;3229,738236;0,09247;3229,738236;0,037581;3229,738236;0,069727
3231.601905,0.060393;;3231,601905;0,060393;3231,601905;0,092982;3231,601905;0,038037;3231,601905;0,070305
3233.465574,0.060637;;3233,465574;0,060637;3233,465574;0,093467;3233,465574;0,038356;3233,465574;0,070637
3235.329243,0.060812;;3235,329243;0,060812;3235,329243;0,093809;3235,329243;0,03848;3235,329243;0,070961
3237.192912,0.060731;;3237,192912;0,060731;3237,192912;0,094336;3237,192912;0,038638;3237,192912;0,071285
3239.056581,0.060695;;3239,056581;0,060695;3239,056581;0,09486;3239,056581;0,038827;3239,056581;0,071616
3240.920249,0.061011;;3240,920249;0,061011;3240,920249;0,095089;3240,920249;0,039143;3240,920249;0,072182
3242.783918,0.061369;;3242,783918;0,061369;3242,783918;0,095443;3242,783918;0,039366;3242,783918;0,072753
3244.647587,0.061597;;3244,647587;0,061597;3244,647587;0,096253;3244,647587;0,039577;3244,647587;0,073123
3246.511256,0.061948;;3246,511256;0,061948;3246,511256;0,096941;3246,511256;0,039948;3246,511256;0,073255
3248.374925,0.061870;;3248,374925;0,06187;3248,374925;0,097364;3248,374925;0,040109;3248,374925;0,073562
3250.238594,0.061463;;3250,238594;0,061463;3250,238594;0,097867;3250,238594;0,040173;3250,238594;0,074124
3252.102263,0.061711;;3252,102263;0,061711;3252,102263;0,098417;3252,102263;0,040439;3252,102263;0,074435
3253.965932,0.062117;;3253,965932;0,062117;3253,965932;0,098969;3253,965932;0,040614;3253,965932;0,07467
3255.829601,0.062467;;3255,829601;0,062467;3255,829601;0,099322;3255,829601;0,040674;3255,829601;0,074889
3257.693270,0.062639;;3257,69327;0,062639;3257,69327;0,099717;3257,69327;0,040968;3257,69327;0,07501
3259.556939,0.062514;;3259,556939;0,062514;3259,556939;0,100443;3259,556939;0,041299;3259,556939;0,075398
3261.420608,0.062527;;3261,420608;0,062527;3261,420608;0,100886;3261,420608;0,041481;3261,420608;0,075814
3263.284276,0.062618;;3263,284276;0,062618;3263,284276;0,100789;3263,284276;0,041743;3263,284276;0,076296
3265.147945,0.062578;;3265,147945;0,062578;3265,147945;0,10084;3265,147945;0,041947;3265,147945;0,076796
3267.011614,0.062637;;3267,011614;0,062637;3267,011614;0,101341;3267,011614;0,042179;3267,011614;0,076916
3268.875283,0.062914;;3268,875283;0,062914;3268,875283;0,101849;3268,875283;0,042321;3268,875283;0,076875
3270.738952,0.063026;;3270,738952;0,063026;3270,738952;0,102431;3270,738952;0,042169;3270,738952;0,077077
3272.602621,0.062893;;3272,602621;0,062893;3272,602621;0,102967;3272,602621;0,042198;3272,602621;0,077266
3274.466290,0.063026;;3274,46629;0,063026;3274,46629;0,103155;3274,46629;0,042661;3274,46629;0,077642
3276.329959,0.063379;;3276,329959;0,063379;3276,329959;0,103097;3276,329959;0,043156;3276,329959;0,078092
3278.193628,0.063513;;3278,193628;0,063513;3278,193628;0,103124;3278,193628;0,043251;3278,193628;0,078119
3280.057297,0.063326;;3280,057297;0,063326;3280,057297;0,102937;3280,057297;0,043191;3280,057297;0,078097
3281.920966,0.063090;;3281,920966;0,06309;3281,920966;0,102899;3281,920966;0,043472;3281,920966;0,07831
3283.784635,0.062878;;3283,784635;0,062878;3283,784635;0,102871;3283,784635;0,043309;3283,784635;0,078447
3285.648304,0.062910;;3285,648304;0,06291;3285,648304;0,102713;3285,648304;0,0428;3285,648304;0,07866
3287.511972,0.063137;;3287,511972;0,063137;3287,511972;0,102492;3287,511972;0,042807;3287,511972;0,078925
3289.375641,0.063355;;3289,375641;0,063355;3289,375641;0,102149;3289,375641;0,04313;3289,375641;0,079043
3291.239310,0.063578;;3291,23931;0,063578;3291,23931;0,102086;3291,23931;0,043318;3291,23931;0,078952
3293.102979,0.063608;;3293,102979;0,063608;3293,102979;0,102464;3293,102979;0,043384;3293,102979;0,078699
3294.966648,0.063419;;3294,966648;0,063419;3294,966648;0,102351;3294,966648;0,043334;3294,966648;0,078689
3296.830317,0.063435;;3296,830317;0,063435;3296,830317;0,102183;3296,830317;0,04322;3296,830317;0,078913
3298.693986,0.063412;;3298,693986;0,063412;3298,693986;0,102072;3298,693986;0,043443;3298,693986;0,079003
3300.557655,0.063172;;3300,557655;0,063172;3300,557655;0,101646;3300,557655;0,043777;3300,557655;0,079099
3302.421324,0.062994;;3302,421324;0,062994;3302,421324;0,101299;3302,421324;0,043954;3302,421324;0,079149
3304.284993,0.062940;;3304,284993;0,06294;3304,284993;0,10103;3304,284993;0,043911;3304,284993;0,07912
3306.148662,0.062924;;3306,148662;0,062924;3306,148662;0,100884;3306,148662;0,043753;3306,148662;0,079029
3308.012331,0.063102;;3308,012331;0,063102;3308,012331;0,100997;3308,012331;0,043711;3308,012331;0,079137
3309.875999,0.063199;;3309,875999;0,063199;3309,875999;0,100958;3309,875999;0,043762;3309,875999;0,079071
3311.739668,0.063162;;3311,739668;0,063162;3311,739668;0,100964;3311,739668;0,043958;3311,739668;0,078848
3313.603337,0.063333;;3313,603337;0,063333;3313,603337;0,100714;3313,603337;0,043846;3313,603337;0,079124
3315.467006,0.063580;;3315,467006;0,06358;3315,467006;0,100268;3315,467006;0,043677;3315,467006;0,079644
3317.330675,0.063468;;3317,330675;0,063468;3317,330675;0,09999;3317,330675;0,043858;3317,330675;0,079775
3319.194344,0.063390;;3319,194344;0,06339;3319,194344;0,09992;3319,194344;0,044373;3319,194344;0,079917
3321.058013,0.063480;;3321,058013;0,06348;3321,058013;0,09991;3321,058013;0,044429;3321,058013;0,079836
3322.921682,0.063244;;3322,921682;0,063244;3322,921682;0,100131;3322,921682;0,044121;3322,921682;0,079668
3324.785351,0.063073;;3324,785351;0,063073;3324,785351;0,100016;3324,785351;0,044304;3324,785351;0,079972
3326.649020,0.063179;;3326,64902;0,063179;3326,64902;0,099631;3326,64902;0,044588;3326,64902;0,080396
3328.512689,0.063074;;3328,512689;0,063074;3328,512689;0,099565;3328,512689;0,044631;3328,512689;0,080386
3330.376358,0.062944;;3330,376358;0,062944;3330,376358;0,099347;3330,376358;0,044635;3330,376358;0,080241
3332.240026,0.063054;;3332,240026;0,063054;3332,240026;0,098836;3332,240026;0,044626;3332,240026;0,080307
3334.103695,0.063197;;3334,103695;0,063197;3334,103695;0,099072;3334,103695;0,044701;3334,103695;0,080194
3335.967364,0.063344;;3335,967364;0,063344;3335,967364;0,099359;3335,967364;0,044592;3335,967364;0,080215
3337.831033,0.063347;;3337,831033;0,063347;3337,831033;0,099015;3337,831033;0,044606;3337,831033;0,080502
3339.694702,0.063092;;3339,694702;0,063092;3339,694702;0,098549;3339,694702;0,044654;3339,694702;0,080199
3341.558371,0.062797;;3341,558371;0,062797;3341,558371;0,098533;3341,558371;0,044485;3341,558371;0,079807
3343.422040,0.062543;;3343,42204;0,062543;3343,42204;0,098363;3343,42204;0,044294;3343,42204;0,079647
3345.285709,0.062740;;3345,285709;0,06274;3345,285709;0,097648;3345,285709;0,04378;3345,285709;0,079682
3347.149378,0.062849;;3347,149378;0,062849;3347,149378;0,097395;3347,149378;0,043471;3347,149378;0,079715
3349.013047,0.062534;;3349,013047;0,062534;3349,013047;0,097231;3349,013047;0,043826;3349,013047;0,079469
3350.876716,0.062381;;3350,876716;0,062381;3350,876716;0,096377;3350,876716;0,043998;3350,876716;0,078937
3352.740385,0.062281;;3352,740385;0,062281;3352,740385;0,095894;3352,740385;0,043818;3352,740385;0,078322
3354.604053,0.061978;;3354,604053;0,061978;3354,604053;0,095826;3354,604053;0,043713;3354,604053;0,078182
3356.467722,0.061989;;3356,467722;0,061989;3356,467722;0,095819;3356,467722;0,043426;3356,467722;0,07831
3358.331391,0.062135;;3358,331391;0,062135;3358,331391;0,095288;3358,331391;0,043081;3358,331391;0,078089
3360.195060,0.062119;;3360,19506;0,062119;3360,19506;0,094688;3360,19506;0,043058;3360,19506;0,077558
3362.058729,0.061928;;3362,058729;0,061928;3362,058729;0,094254;3362,058729;0,04298;3362,058729;0,077091
3363.922398,0.061557;;3363,922398;0,061557;3363,922398;0,093933;3363,922398;0,042958;3363,922398;0,077311
3365.786067,0.061258;;3365,786067;0,061258;3365,786067;0,093693;3365,786067;0,043073;3365,786067;0,077138
3367.649736,0.061312;;3367,649736;0,061312;3367,649736;0,093247;3367,649736;0,042808;3367,649736;0,076407
3369.513405,0.061568;;3369,513405;0,061568;3369,513405;0,092816;3369,513405;0,042334;3369,513405;0,07573
3371.377074,0.061172;;3371,377074;0,061172;3371,377074;0,092395;3371,377074;0,042134;3371,377074;0,075398
3373.240743,0.060636;;3373,240743;0,060636;3373,240743;0,091699;3373,240743;0,042216;3373,240743;0,075355
3375.104412,0.060833;;3375,104412;0,060833;3375,104412;0,091292;3375,104412;0,042301;3375,104412;0,075382
3376.968081,0.060687;;3376,968081;0,060687;3376,968081;0,091313;3376,968081;0,042129;3376,968081;0,075239
3378.831749,0.060392;;3378,831749;0,060392;3378,831749;0,090982;3378,831749;0,041928;3378,831749;0,075194
3380.695418,0.060698;;3380,695418;0,060698;3380,695418;0,090341;3380,695418;0,04174;3380,695418;0,075006
3382.559087,0.060608;;3382,559087;0,060608;3382,559087;0,089938;3382,559087;0,041341;3382,559087;0,074536
3384.422756,0.060050;;3384,422756;0,06005;3384,422756;0,089756;3384,422756;0,04114;3384,422756;0,074197
3386.286425,0.059425;;3386,286425;0,059425;3386,286425;0,089216;3386,286425;0,041073;3386,286425;0,074225
3388.150094,0.059167;;3388,150094;0,059167;3388,150094;0,088677;3388,150094;0,040974;3388,150094;0,074083
3390.013763,0.059120;;3390,013763;0,05912;3390,013763;0,08869;3390,013763;0,041111;3390,013763;0,073921
3391.877432,0.059233;;3391,877432;0,059233;3391,877432;0,088142;3391,877432;0,040685;3391,877432;0,073472
3393.741101,0.059620;;3393,741101;0,05962;3393,741101;0,087223;3393,741101;0,039807;3393,741101;0,072544
3395.604770,0.059286;;3395,60477;0,059286;3395,60477;0,0867;3395,60477;0,039683;3395,60477;0,072196
3397.468439,0.058358;;3397,468439;0,058358;3397,468439;0,086682;3397,468439;0,040123;3397,468439;0,07237
3399.332108,0.058133;;3399,332108;0,058133;3399,332108;0,08635;3399,332108;0,040155;3399,332108;0,072161
3401.195776,0.058415;;3401,195776;0,058415;3401,195776;0,085721;3401,195776;0,039795;3401,195776;0,071608
3403.059445,0.058083;;3403,059445;0,058083;3403,059445;0,084943;3403,059445;0,039486;3403,059445;0,071284
3404.923114,0.057754;;3404,923114;0,057754;3404,923114;0,084398;3404,923114;0,039328;3404,923114;0,071247
3406.786783,0.057987;;3406,786783;0,057987;3406,786783;0,083915;3406,786783;0,038966;3406,786783;0,071
3408.650452,0.058107;;3408,650452;0,058107;3408,650452;0,083321;3408,650452;0,038821;3408,650452;0,070229
3410.514121,0.057569;;3410,514121;0,057569;3410,514121;0,082814;3410,514121;0,038985;3410,514121;0,069311
3412.377790,0.056890;;3412,37779;0,05689;3412,37779;0,082554;3412,37779;0,038651;3412,37779;0,068808
3414.241459,0.056676;;3414,241459;0,056676;3414,241459;0,081669;3414,241459;0,038272;3414,241459;0,068713
3416.105128,0.056589;;3416,105128;0,056589;3416,105128;0,080973;3416,105128;0,038101;3416,105128;0,068219
3417.968797,0.055975;;3417,968797;0,055975;3417,968797;0,08056;3417,968797;0,037696;3417,968797;0,067654
3419.832466,0.055281;;3419,832466;0,055281;3419,832466;0,080403;3419,832466;0,036985;3419,832466;0,067552
3421.696135,0.055196;;3421,696135;0,055196;3421,696135;0,079964;3421,696135;0,036658;3421,696135;0,067118
3423.559803,0.055417;;3423,559803;0,055417;3423,559803;0,079147;3423,559803;0,036506;3423,559803;0,066033
3425.423472,0.055404;;3425,423472;0,055404;3425,423472;0,078102;3425,423472;0,036069;3425,423472;0,065252
3427.287141,0.054984;;3427,287141;0,054984;3427,287141;0,077236;3427,287141;0,035948;3427,287141;0,065002
3429.150810,0.054857;;3429,15081;0,054857;3429,15081;0,07688;3429,15081;0,036314;3429,15081;0,064527
3431.014479,0.054844;;3431,014479;0,054844;3431,014479;0,076483;3431,014479;0,03638;3431,014479;0,064138
3432.878148,0.054411;;3432,878148;0,054411;3432,878148;0,07533;3432,878148;0,036039;3432,878148;0,063529
3434.741817,0.053723;;3434,741817;0,053723;3434,741817;0,074209;3434,741817;0,035162;3434,741817;0,062975
3436.605486,0.053643;;3436,605486;0,053643;3436,605486;0,073327;3436,605486;0,034487;3436,605486;0,062492
3438.469155,0.053652;;3438,469155;0,053652;3438,469155;0,072649;3438,469155;0,034252;3438,469155;0,061711
3440.332824,0.053404;;3440,332824;0,053404;3440,332824;0,072326;3440,332824;0,034151;3440,332824;0,060908
3442.196493,0.052907;;3442,196493;0,052907;3442,196493;0,072169;3442,196493;0,034197;3442,196493;0,060254
3444.060162,0.052121;;3444,060162;0,052121;3444,060162;0,071468;3444,060162;0,033655;3444,060162;0,059746
3445.923831,0.051766;;3445,923831;0,051766;3445,923831;0,070776;3445,923831;0,03309;3445,923831;0,059614
3447.787499,0.051908;;3447,787499;0,051908;3447,787499;0,070377;3447,787499;0,033278;3447,787499;0,059018
3449.651168,0.051529;;3449,651168;0,051529;3449,651168;0,06931;3449,651168;0,033468;3449,651168;0,058258
3451.514837,0.050325;;3451,514837;0,050325;3451,514837;0,068362;3451,514837;0,032964;3451,514837;0,058095
3453.378506,0.049646;;3453,378506;0,049646;3453,378506;0,067563;3453,378506;0,03214;3453,378506;0,057715
3455.242175,0.049646;;3455,242175;0,049646;3455,242175;0,066372;3455,242175;0,031497;3455,242175;0,05672
3457.105844,0.049629;;3457,105844;0,049629;3457,105844;0,065448;3457,105844;0,031198;3457,105844;0,055679
3458.969513,0.049544;;3458,969513;0,049544;3458,969513;0,065097;3458,969513;0,030978;3458,969513;0,055084
3460.833182,0.049572;;3460,833182;0,049572;3460,833182;0,065009;3460,833182;0,03075;3460,833182;0,055071
3462.696851,0.049122;;3462,696851;0,049122;3462,696851;0,064355;3462,696851;0,030699;3462,696851;0,054704
3464.560520,0.048144;;3464,56052;0,048144;3464,56052;0,063087;3464,56052;0,030864;3464,56052;0,054077
3466.424189,0.047894;;3466,424189;0,047894;3466,424189;0,061878;3466,424189;0,030828;3466,424189;0,053435
3468.287858,0.048094;;3468,287858;0,048094;3468,287858;0,061575;3468,287858;0,030182;3468,287858;0,053049
3470.151526,0.047890;;3470,151526;0,04789;3470,151526;0,061636;3470,151526;0,029531;3470,151526;0,05291
3472.015195,0.047715;;3472,015195;0,047715;3472,015195;0,061179;3472,015195;0,029443;3472,015195;0,05237
3473.878864,0.047349;;3473,878864;0,047349;3473,878864;0,05993;3473,878864;0,029121;3473,878864;0,051851
3475.742533,0.046962;;3475,742533;0,046962;3475,742533;0,058944;3475,742533;0,028816;3475,742533;0,051591
3477.606202,0.046601;;3477,606202;0,046601;3477,606202;0,058362;3477,606202;0,028481;3477,606202;0,050702
3479.469871,0.046046;;3479,469871;0,046046;3479,469871;0,057803;3479,469871;0,027904;3479,469871;0,049916
3481.333540,0.045784;;3481,33354;0,045784;3481,33354;0,057236;3481,33354;0,027651;3481,33354;0,049666
3483.197209,0.045926;;3483,197209;0,045926;3483,197209;0,056382;3483,197209;0,027385;3483,197209;0,049437
3485.060878,0.045555;;3485,060878;0,045555;3485,060878;0,05486;3485,060878;0,027365;3485,060878;0,048829
3486.924547,0.044989;;3486,924547;0,044989;3486,924547;0,054034;3486,924547;0,027401;3486,924547;0,048538
3488.788216,0.044768;;3488,788216;0,044768;3488,788216;0,053762;3488,788216;0,026788;3488,788216;0,047946
3490.651885,0.044290;;3490,651885;0,04429;3490,651885;0,05338;3490,651885;0,02632;3490,651885;0,047852
3492.515553,0.043641;;3492,515553;0,043641;3492,515553;0,052632;3492,515553;0,025914;3492,515553;0,047094
3494.379222,0.043472;;3494,379222;0,043472;3494,379222;0,051898;3494,379222;0,02519;3494,379222;0,0465
3496.242891,0.043622;;3496,242891;0,043622;3496,242891;0,051394;3496,242891;0,024811;3496,242891;0,046318
3498.106560,0.042924;;3498,10656;0,042924;3498,10656;0,050315;3498,10656;0,025241;3498,10656;0,045583
3499.970229,0.041913;;3499,970229;0,041913;3499,970229;0,049444;3499,970229;0,025456;3499,970229;0,0448
3501.833898,0.042320;;3501,833898;0,04232;3501,833898;0,049349;3501,833898;0,024653;3501,833898;0,044412
3503.697567,0.042773;;3503,697567;0,042773;3503,697567;0,048726;3503,697567;0,02434;3503,697567;0,044486
3505.561236,0.041841;;3505,561236;0,041841;3505,561236;0,047828;3505,561236;0,024412;3505,561236;0,044315
3507.424905,0.041459;;3507,424905;0,041459;3507,424905;0,047114;3507,424905;0,02413;3507,424905;0,043792
3509.288574,0.041597;;3509,288574;0,041597;3509,288574;0,046367;3509,288574;0,023993;3509,288574;0,043334
3511.152243,0.041239;;3511,152243;0,041239;3511,152243;0,045184;3511,152243;0,023488;3511,152243;0,042555
3513.015912,0.040231;;3513,015912;0,040231;3513,015912;0,044547;3513,015912;0,022621;3513,015912;0,041412
3514.879580,0.039311;;3514,87958;0,039311;3514,87958;0,044184;3514,87958;0,022149;3514,87958;0,040736
3516.743249,0.039379;;3516,743249;0,039379;3516,743249;0,043526;3516,743249;0,022216;3516,743249;0,041196
3518.606918,0.039626;;3518,606918;0,039626;3518,606918;0,043182;3518,606918;0,022441;3518,606918;0,041512
3520.470587,0.039513;;3520,470587;0,039513;3520,470587;0,042589;3520,470587;0,022275;3520,470587;0,04099
3522.334256,0.038975;;3522,334256;0,038975;3522,334256;0,041787;3522,334256;0,02179;3522,334256;0,040576
3524.197925,0.038383;;3524,197925;0,038383;3524,197925;0,040854;3524,197925;0,021186;3524,197925;0,040164
3526.061594,0.038262;;3526,061594;0,038262;3526,061594;0,040155;3526,061594;0,020535;3526,061594;0,039818
3527.925263,0.037801;;3527,925263;0,037801;3527,925263;0,04003;3527,925263;0,019805;3527,925263;0,039137
3529.788932,0.037499;;3529,788932;0,037499;3529,788932;0,039497;3529,788932;0,020271;3529,788932;0,03828
3531.652601,0.037319;;3531,652601;0,037319;3531,652601;0,038436;3531,652601;0,020821;3531,652601;0,038195
3533.516270,0.036805;;3533,51627;0,036805;3533,51627;0,037813;3533,51627;0,020042;3533,51627;0,037639
3535.379939,0.036316;;3535,379939;0,036316;3535,379939;0,037619;3535,379939;0,019383;3535,379939;0,037559
3537.243608,0.036368;;3537,243608;0,036368;3537,243608;0,036642;3537,243608;0,019475;3537,243608;0,037387
3539.107276,0.036323;;3539,107276;0,036323;3539,107276;0,035829;3539,107276;0,0195;3539,107276;0,036869
3540.970945,0.035713;;3540,970945;0,035713;3540,970945;0,035796;3540,970945;0,018834;3540,970945;0,036577
3542.834614,0.034914;;3542,834614;0,034914;3542,834614;0,034961;3542,834614;0,017864;3542,834614;0,036192
3544.698283,0.034320;;3544,698283;0,03432;3544,698283;0,033621;3544,698283;0,017522;3544,698283;0,035515
3546.561952,0.034011;;3546,561952;0,034011;3546,561952;0,032403;3546,561952;0,017728;3546,561952;0,034637
3548.425621,0.034038;;3548,425621;0,034038;3548,425621;0,031385;3548,425621;0,017825;3548,425621;0,033589
3550.289290,0.033579;;3550,28929;0,033579;3550,28929;0,031081;3550,28929;0,017686;3550,28929;0,033283
3552.152959,0.033087;;3552,152959;0,033087;3552,152959;0,031153;3552,152959;0,017406;3552,152959;0,033721
3554.016628,0.033150;;3554,016628;0,03315;3554,016628;0,030556;3554,016628;0,017091;3554,016628;0,033532
3555.880297,0.032923;;3555,880297;0,032923;3555,880297;0,029239;3555,880297;0,016593;3555,880297;0,032751
3557.743966,0.032605;;3557,743966;0,032605;3557,743966;0,02878;3557,743966;0,016309;3557,743966;0,032407
3559.607635,0.032424;;3559,607635;0,032424;3559,607635;0,028881;3559,607635;0,015863;3559,607635;0,032013
3561.471303,0.031991;;3561,471303;0,031991;3561,471303;0,028017;3561,471303;0,015255;3561,471303;0,031885
3563.334972,0.031419;;3563,334972;0,031419;3563,334972;0,026714;3563,334972;0,015011;3563,334972;0,031734
3565.198641,0.031057;;3565,198641;0,031057;3565,198641;0,026487;3565,198641;0,015224;3565,198641;0,031111
3567.062310,0.030273;;3567,06231;0,030273;3567,06231;0,025513;3567,06231;0,016084;3567,06231;0,03027
3568.925979,0.029027;;3568,925979;0,029027;3568,925979;0,022833;3568,925979;0,015822;3568,925979;0,029008
3570.789648,0.029221;;3570,789648;0,029221;3570,789648;0,022162;3570,789648;0,014981;3570,789648;0,028762
3572.653317,0.029897;;3572,653317;0,029897;3572,653317;0,023005;3572,653317;0,014835;3572,653317;0,029424
3574.516986,0.030188;;3574,516986;0,030188;3574,516986;0,02337;3574,516986;0,014457;3574,516986;0,029353
3576.380655,0.029972;;3576,380655;0,029972;3576,380655;0,0228;3576,380655;0,014326;3576,380655;0,028578
3578.244324,0.029438;;3578,244324;0,029438;3578,244324;0,021929;3578,244324;0,014184;3578,244324;0,0281
3580.107993,0.029169;;3580,107993;0,029169;3580,107993;0,021165;3580,107993;0,014027;3580,107993;0,028307
3581.971662,0.029184;;3581,971662;0,029184;3581,971662;0,020482;3581,971662;0,014279;3581,971662;0,028098
3583.835330,0.029418;;3583,83533;0,029418;3583,83533;0,020262;3583,83533;0,014179;3583,83533;0,027361
3585.698999,0.028881;;3585,698999;0,028881;3585,698999;0,01989;3585,698999;0,013368;3585,698999;0,027393
3587.562668,0.027606;;3587,562668;0,027606;3587,562668;0,018264;3587,562668;0,012596;3587,562668;0,027055
3589.426337,0.027260;;3589,426337;0,02726;3589,426337;0,016236;3589,426337;0,012497;3589,426337;0,025653
3591.290006,0.027257;;3591,290006;0,027257;3591,290006;0,015702;3591,290006;0,012898;3591,290006;0,025253
3593.153675,0.027542;;3593,153675;0,027542;3593,153675;0,016296;3593,153675;0,012424;3593,153675;0,025278
3595.017344,0.027619;;3595,017344;0,027619;3595,017344;0,016034;3595,017344;0,011903;3595,017344;0,02494
3596.881013,0.027172;;3596,881013;0,027172;3596,881013;0,015125;3596,881013;0,012483;3596,881013;0,024759
3598.744682,0.027453;;3598,744682;0,027453;3598,744682;0,014596;3598,744682;0,012717;3598,744682;0,024708
3600.608351,0.027892;;3600,608351;0,027892;3600,608351;0,014251;3600,608351;0,012497;3600,608351;0,024285
3602.472020,0.027832;;3602,47202;0,027832;3602,47202;0,013987;3602,47202;0,012448;3602,47202;0,024014
3604.335689,0.027407;;3604,335689;0,027407;3604,335689;0,013688;3604,335689;0,012254;3604,335689;0,023909
3606.199358,0.027397;;3606,199358;0,027397;3606,199358;0,013541;3606,199358;0,011823;3606,199358;0,024069
3608.063026,0.027357;;3608,063026;0,027357;3608,063026;0,012924;3608,063026;0,01138;3608,063026;0,023816
3609.926695,0.027546;;3609,926695;0,027546;3609,926695;0,010911;3609,926695;0,011204;3609,926695;0,022765
3611.790364,0.027797;;3611,790364;0,027797;3611,790364;0,00999;3611,790364;0,011112;3611,790364;0,022482
3613.654033,0.027483;;3613,654033;0,027483;3613,654033;0,010102;3613,654033;0,010923;3613,654033;0,022262
3615.517702,0.028215;;3615,517702;0,028215;3615,517702;0,009347;3615,517702;0,010933;3615,517702;0,021653
3617.381371,0.029448;;3617,381371;0,029448;3617,381371;0,009103;3617,381371;0,011206;3617,381371;0,021872
3619.245040,0.030186;;3619,24504;0,030186;3619,24504;0,008721;3619,24504;0,01118;3619,24504;0,021749
3621.108709,0.030740;;3621,108709;0,03074;3621,108709;0,007441;3621,108709;0,011344;3621,108709;0,020599
3622.972378,0.030542;;3622,972378;0,030542;3622,972378;0,007409;3622,972378;0,011565;3622,972378;0,020293
3624.836047,0.029771;;3624,836047;0,029771;3624,836047;0,008228;3624,836047;0,011215;3624,836047;0,020893
3626.699716,0.028700;;3626,699716;0,0287;3626,699716;0,008106;3626,699716;0,010241;3626,699716;0,021107
3628.563385,0.027694;;3628,563385;0,027694;3628,563385;0,006891;3628,563385;0,009669;3628,563385;0,020271
3630.427053,0.026371;;3630,427053;0,026371;3630,427053;0,004343;3630,427053;0,010233;3630,427053;0,018768
3632.290722,0.026169;;3632,290722;0,026169;3632,290722;0,003479;3632,290722;0,010705;3632,290722;0,018508
3634.154391,0.026923;;3634,154391;0,026923;3634,154391;0,004487;3634,154391;0,010937;3634,154391;0,01917
3636.018060,0.027546;;3636,01806;0,027546;3636,01806;0,004747;3636,01806;0,010944;3636,01806;0,019204
3637.881729,0.027895;;3637,881729;0,027895;3637,881729;0,004889;3637,881729;0,010643;3637,881729;0,019169
3639.745398,0.028471;;3639,745398;0,028471;3639,745398;0,005054;3639,745398;0,010418;3639,745398;0,018941
3641.609067,0.028915;;3641,609067;0,028915;3641,609067;0,004734;3641,609067;0,010671;3641,609067;0,018851
3643.472736,0.028976;;3643,472736;0,028976;3643,472736;0,004893;3643,472736;0,010609;3643,472736;0,019157
3645.336405,0.029225;;3645,336405;0,029225;3645,336405;0,005027;3645,336405;0,009849;3645,336405;0,018923
3647.200074,0.028786;;3647,200074;0,028786;3647,200074;0,004399;3647,200074;0,009043;3647,200074;0,018096
3649.063743,0.026922;;3649,063743;0,026922;3649,063743;0,001669;3649,063743;0,008646;3649,063743;0,017401
3650.927412,0.025002;;3650,927412;0,025002;3650,927412;-0,001718;3650,927412;0,009155;3650,927412;0,01607
3652.791080,0.025008;;3652,79108;0,025008;3652,79108;-0,001571;3652,79108;0,009641;3652,79108;0,015764
3654.654749,0.025763;;3654,654749;0,025763;3654,654749;0,000153;3654,654749;0,009772;3654,654749;0,016465
3656.518418,0.024985;;3656,518418;0,024985;3656,518418;0,00067;3656,518418;0,009795;3656,518418;0,016624
3658.382087,0.023296;;3658,382087;0,023296;3658,382087;0,000063;3658,382087;0,010292;3658,382087;0,016178
3660.245756,0.022906;;3660,245756;0,022906;3660,245756;0,000145;3660,245756;0,010376;3660,245756;0,016193
3662.109425,0.022823;;3662,109425;0,022823;3662,109425;0,000395;3662,109425;0,01019;3662,109425;0,01643
3663.973094,0.022148;;3663,973094;0,022148;3663,973094;0,000638;3663,973094;0,010011;3663,973094;0,016602
3665.836763,0.021694;;3665,836763;0,021694;3665,836763;0,000961;3665,836763;0,0097;3665,836763;0,016557
3667.700432,0.021569;;3667,700432;0,021569;3667,700432;0,000909;3667,700432;0,009491;3667,700432;0,016473
